,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
33,34,0,2,"Wheadon, Mr. Edward H",0,2.814076147241607,0,0,C.A. 24579,-0.43676213497987365,S
35,36,0,1,"Holverson, Mr. Alexander Oskar",0,0.9707152128267388,1,0,113789,0.39835834616870003,S
36,37,1,3,"Mamee, Mr. Hanna",0,-0.10457866558193436,0,0,2677,-0.502581702925434,C
37,38,0,3,"Cann, Mr. Ernest Charles",0,-0.6422256047862711,0,0,A./5. 2152,-0.48606442844527137,S
38,39,0,3,"Vander Planke, Miss. Augusta Maria",1,-0.8726457215881296,2,0,345764,-0.28583674682049287,S
39,40,1,3,"Nicola-Yarred, Miss. Jamila",1,-1.1798725439906077,1,0,2651,-0.4218366202601652,C
40,41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",1,0.8171018016254998,1,0,7546,-0.457388604694989,S
41,42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",1,-0.1813853711825539,1,0,11668,-0.22546659155674054,S
42,43,0,3,"Kraeff, Mr. Theodor",0,-0.10457866558193436,0,0,349253,-0.4891674544258282,C
43,44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",1,-2.024746305597423,1,2,SC/Paris 2123,0.18865657484452997,C
44,45,1,3,"Devaney, Miss. Margaret Delia",1,-0.7958390159875102,0,0,330958,-0.4895015026182876,Q
45,46,0,3,"Rogers, Mr. William John",0,-0.10457866558193436,0,0,S.C./A.4. 23567,-0.48606442844527137,S
46,47,0,3,"Lennon, Mr. Denis",0,-0.10457866558193436,1,0,370371,-0.3361452095402864,Q
47,48,1,3,"O'Driscoll, Miss. Bridget",1,-0.10457866558193436,0,0,14311,-0.49210144397164657,Q
48,49,0,3,"Samaan, Mr. Youssef",0,-0.10457866558193436,2,0,2662,-0.211798788405027,C
49,50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",1,-0.8726457215881296,1,0,349237,-0.28986142383807634,S
50,51,0,3,"Panula, Master. Juha Niilo",0,-1.7175194831949443,4,1,3101295,0.15058916727371655,S
51,52,0,3,"Nosworthy, Mr. Richard Cater",0,-0.6422256047862711,0,0,A/4. 39886,-0.49109527471725073,S
53,54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",1,-0.02777195998131484,1,0,2926,-0.12484966611715335,S
54,55,0,1,"Ostby, Mr. Engelhart Cornelius",0,2.7372694416409877,0,1,113509,0.5991736306380456,C
55,56,1,1,"Woolner, Mr. Hugh",0,-0.10457866558193436,0,0,19947,0.0663224922180623,S
56,57,1,2,"Rugg, Miss. Emily",1,-0.6422256047862711,0,0,C.A. 31026,-0.43676213497987365,S
57,58,0,3,"Novel, Mr. Mansouer",0,-0.0661753127816246,0,0,2697,-0.502581702925434,C
58,59,1,2,"West, Miss. Constance Mirium",1,-1.8711328943961834,1,2,C.A. 34651,-0.08963374221329784,S
59,60,0,3,"Goodwin, Master. William Frederick",0,-1.4102926607924662,5,2,CA 2144,0.29572908222032107,S
60,61,0,3,"Sirayanian, Mr. Orsen",0,-0.5654188991856516,0,0,2669,-0.502581702925434,C
63,64,0,3,"Skoog, Master. Harald",0,-1.947939599996803,3,2,347088,-0.08661523445011024,S
64,65,0,1,"Stewart, Mr. Albert A",0,-0.10457866558193436,0,0,PC 17605,-0.09022134505786501,C
65,66,1,3,"Moubarek, Master. Gerios",0,-0.10457866558193436,1,1,2661,-0.34126057402963506,C
66,67,1,2,"Nye, Mrs. (Elizabeth Ramell)",1,-0.02777195998131484,0,0,C.A. 29395,-0.43676213497987365,S
67,68,0,3,"Crease, Mr. Ernest James",0,-0.7958390159875102,0,0,S.P. 3464,-0.4838850658402499,S
68,69,1,3,"Andersson, Miss. Erna Alexandra",1,-0.9494524271887491,4,2,3101281,-0.48857985158126105,S
69,70,0,3,"Kink, Mr. Vincenz",0,-0.2581920767831734,2,0,315151,-0.4737388550789219,S
70,71,0,2,"Jenkin, Mr. Stephen Curnow",0,0.20264815682054368,0,0,C.A. 33111,-0.43676213497987365,S
71,72,0,3,"Goodwin, Miss. Lillian Amy",1,-1.0262591327893686,5,2,CA 2144,0.29572908222032107,S
73,74,0,3,"Chronopoulos, Mr. Apostolos",0,-0.2581920767831734,1,0,2680,-0.3571902456652305,C
74,75,1,3,"Bing, Mr. Lee",0,0.20264815682054368,0,0,1601,0.48882906084695926,S
75,76,0,3,"Moen, Mr. Sigurd Hansen",0,-0.33499878238379294,0,0,348123,-0.49411378248043836,S
76,77,0,3,"Staneff, Mr. Ivan",0,-0.10457866558193436,0,0,349208,-0.4891674544258282,S
77,78,0,3,"Moutal, Mr. Rahamin Haim",0,-0.10457866558193436,0,0,374746,-0.48606442844527137,S
78,79,1,2,"Caldwell, Master. Alden Gates",0,-2.191416856750767,0,2,248738,-0.06447951085340103,S
79,80,1,3,"Dowdell, Miss. Elizabeth",1,0.049034745619304695,0,0,364516,-0.39701844943123665,S
80,81,0,3,"Waelens, Mr. Achille",0,-0.5654188991856516,0,0,345767,-0.4669472126117498,S
81,82,1,3,"Sheerlinck, Mr. Jan Baptist",0,-0.02777195998131484,0,0,345779,-0.4568855200677911,S
82,83,1,3,"McDermott, Miss. Brigdet Delia",1,-0.10457866558193436,0,0,330932,-0.49134681703084965,Q
83,84,0,1,"Carrau, Mr. Francisco M",0,-0.10457866558193436,0,0,113059,0.2997537592379046,S
84,85,1,2,"Ilett, Miss. Bertha",1,-0.9494524271887491,0,0,SO/C 14885,-0.43676213497987365,S
85,86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",1,0.2794548624211632,3,0,3101278,-0.32910202475951533,S
86,87,0,3,"Ford, Mr. William Neal",0,-1.0262591327893686,1,3,W./C. 6608,0.043683683994155204,S
87,88,0,3,"Slocovski, Mr. Selman Francis",0,-0.10457866558193436,0,0,SOTON/OQ 392086,-0.48606442844527137,S
89,90,0,3,"Celotti, Mr. Francesco",0,-0.41180548798441247,0,0,343275,-0.48606442844527137,S
90,91,0,3,"Christmann, Mr. Emil",0,-0.02777195998131484,0,0,343276,-0.48606442844527137,S
91,92,0,3,"Andreasson, Mr. Paul Edvin",0,-0.7190323103868906,0,0,347466,-0.4900045872454856,S
92,93,0,1,"Chaffee, Mr. Herbert Fuller",0,1.277942035229217,1,0,W.E.P. 5734,0.5829904043503424,S
93,94,0,3,"Dean, Mr. Bertram Frank",0,-0.2581920767831734,1,2,C.A. 2315,-0.23401903021910547,S
94,95,0,3,"Coxon, Mr. Daniel",0,2.2764292080372703,0,0,364500,-0.5021631365156053,S
95,96,0,3,"Shorney, Mr. Charles Joseph",0,-0.10457866558193436,0,0,374910,-0.48606442844527137,S
96,97,0,1,"Goldschmidt, Mr. George B",0,3.1981096752447047,0,0,PC 17754,0.04930213311070181,C
97,98,1,1,"Greenfield, Mr. William Bertram",0,-0.488612193585032,0,1,PC 17759,0.6269257910127927,C
98,99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",1,0.3562615680217827,0,1,231919,-0.18521982138090567,S
99,100,0,2,"Kantor, Mr. Sinai",0,0.3562615680217827,1,0,244367,-0.12484966611715335,S
100,101,0,3,"Petranec, Miss. Matilda",1,-0.10457866558193436,0,0,349245,-0.4891674544258282,S
101,102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",0,-0.10457866558193436,0,0,349215,-0.4891674544258282,S
103,104,0,3,"Johansson, Mr. Gustaf Joel",0,0.2794548624211632,0,0,7540,-0.47390587917515165,S
104,105,0,3,"Gustafsson, Mr. Anders Vilhelm",0,0.5866816848236412,2,0,3101276,-0.48857985158126105,S
105,106,0,3,"Mionoff, Mr. Stoytcho",0,-0.10457866558193436,0,0,349207,-0.4891674544258282,S
106,107,1,3,"Salkjelsvik, Miss. Anna Kristine",1,-0.6422256047862711,0,0,343120,-0.49411378248043836,S
107,108,1,3,"Moss, Mr. Albert Johan",0,-0.10457866558193436,0,0,312991,-0.4915983593444487,S
108,109,0,3,"Rekic, Mr. Tido",0,0.6634883904242608,0,0,349249,-0.4891674544258282,S
109,110,1,3,"Moran, Miss. Bertha",1,-0.10457866558193436,1,0,371110,-0.16207792852980066,Q
110,111,0,1,"Porter, Mr. Walter Chamberlain",0,1.3547487408298364,0,0,110465,0.39835834616870003,S
111,112,0,3,"Zabour, Miss. Hileni",1,-1.1414691911902979,1,0,2665,-0.3571902456652305,C
112,113,0,3,"Barton, Mr. David John",0,-0.5654188991856516,0,0,324669,-0.48606442844527137,S
113,114,0,3,"Jussila, Miss. Katriina",1,-0.7190323103868906,1,0,4136,-0.45034541991421795,S
114,115,0,3,"Attalah, Miss. Malake",1,-0.9494524271887491,0,0,2627,-0.35710773978637,C
115,116,0,3,"Pekoniemi, Mr. Edvard",0,-0.6422256047862711,0,0,STON/O 2. 3101294,-0.48857985158126105,S
116,117,0,3,"Connors, Mr. Patrick",0,3.159706322444395,0,0,370369,-0.49210144397164657,Q
117,118,0,2,"Turpin, Mr. William John Robert",0,-0.02777195998131484,1,0,11668,-0.22546659155674054,S
119,120,0,3,"Andersson, Miss. Ellis Anna Maria",1,-2.101553011198042,4,2,347082,-0.018698809778388878,S
121,122,0,3,"Moore, Mr. Leonard Charles",0,-0.10457866558193436,0,0,A4. 54510,-0.48606442844527137,S
122,123,0,2,"Nasser, Mr. Nicholas",0,0.24105150962085345,1,0,237736,-0.04293139010125906,C
123,124,1,2,"Webber, Miss. Susan",1,0.24105150962085345,0,0,27267,-0.38645367226008004,S
125,126,1,3,"Nicola-Yarred, Master. Elias",0,-1.3334859551918468,1,0,2651,-0.4218366202601652,C
126,127,0,3,"McMahon, Mr. Martin",0,-0.10457866558193436,0,0,370372,-0.49210144397164657,Q
127,128,1,3,"Madsen, Mr. Fridtjof Arne",0,-0.41180548798441247,0,0,C 17369,-0.5043424991206268,S
128,129,1,3,"Peter, Miss. Anna",1,-0.10457866558193436,1,1,2668,-0.1981329975918223,C
129,130,0,3,"Ekstrom, Mr. Johan",0,1.2011353296285974,0,0,347061,-0.5076970674147826,S
130,131,0,3,"Drazenoic, Mr. Jozef",0,0.2794548624211632,0,0,349241,-0.4891674544258282,C
131,132,0,3,"Coelho, Mr. Domingos Fernandeo",0,-0.7190323103868906,0,0,SOTON/O.Q. 3101307,-0.5061878135331888,S
132,133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",1,1.3547487408298364,1,0,A/5. 3337,-0.35626859462820387,S
133,134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,-0.02777195998131484,1,0,228414,-0.12484966611715335,S
134,135,0,2,"Sobey, Mr. Samuel James Hayden",0,-0.33499878238379294,0,0,C.A. 29178,-0.38645367226008004,S
135,136,0,2,"Richard, Mr. Emile",0,-0.488612193585032,0,0,SC/PARIS 2133,-0.3452852510472186,C
136,137,1,1,"Newsom, Miss. Helen Monypeny",1,-0.7958390159875102,0,2,11752,-0.11914871112174633,S
137,138,0,1,"Futrelle, Mr. Jacques Heath",0,0.5866816848236412,1,0,113803,0.4204940697654092,S
138,139,0,3,"Osen, Mr. Olaf Elon",0,-1.0262591327893686,0,0,7534,-0.4625864750631981,S
140,141,0,3,"Boulos, Mrs. Joseph (Sultana)",1,-0.10457866558193436,0,2,2678,-0.34126057402963506,C
141,142,1,3,"Nysten, Miss. Anna Sofia",1,-0.5654188991856516,0,0,347081,-0.49210144397164657,S
142,143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",1,-0.41180548798441247,1,0,STON/O2. 3101279,-0.32910202475951533,S
143,144,0,3,"Burke, Mr. Jeremiah",0,-0.7958390159875102,0,0,365222,-0.512224829059564,Q
144,145,0,2,"Andrew, Mr. Edgardo Samuel",0,-0.8726457215881296,0,0,231945,-0.4166387498919562,S
145,146,0,2,"Nicholls, Mr. Joseph Charles",0,-0.7958390159875102,1,1,C.A. 33112,0.09147672357795911,S
146,147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",0,-0.1813853711825539,0,0,350043,-0.49117979293462,S
147,148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",1,-1.5639060719937052,2,2,W./C. 6608,0.043683683994155204,S
148,149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",0,0.5482783320233314,0,2,230080,-0.12484966611715335,S
149,150,0,2,"Byles, Rev. Thomas Roussel Davids",0,0.9707152128267388,0,0,244310,-0.38645367226008004,S
150,151,0,2,"Bateman, Rev. Robert James",0,1.6619755632323145,0,0,S.O.P. 1166,-0.39601228017684087,S
152,153,0,3,"Meo, Mr. Alfonzo",0,2.0076057384351023,0,0,A.5. 11206,-0.48606442844527137,S
153,154,0,3,"van Billiard, Mr. Austin Blyler",0,0.8555051544258095,0,2,A/5. 851,-0.35626859462820387,S
154,155,0,3,"Olsen, Mr. Ole Martin",0,-0.10457866558193436,0,0,Fa 265302,-0.5009054249476105,S
155,156,0,1,"Williams, Mr. Charles Duane",0,1.6619755632323145,0,1,PC 17597,0.5870995995852952,C
156,157,1,3,"Gilnagh, Miss. Katherine ""Katie""",1,-1.0262591327893686,0,0,35851,-0.4924375045026148,Q
157,158,0,3,"Corn, Mr. Harry",0,0.049034745619304695,0,0,SOTON/OQ 392090,-0.48606442844527137,S
158,159,0,3,"Smiljanic, Mr. Mile",0,-0.10457866558193436,0,0,315037,-0.4737388550789219,S
160,161,0,3,"Cribb, Mr. John Hatfield",0,1.124328624027978,0,1,371362,-0.32407117848753597,S
161,162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",1,0.8171018016254998,0,0,C.A. 33595,-0.33111436326830707,S
162,163,0,3,"Bengtsson, Mr. John Viktor",0,-0.2581920767831734,0,0,347068,-0.4915983593444487,S
163,164,0,3,"Calic, Mr. Jovo",0,-0.9494524271887491,0,0,315093,-0.4737388550789219,S
164,165,0,3,"Panula, Master. Eino Viljami",0,-2.1783597167986617,4,1,3101295,0.15058916727371655,S
165,166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",0,-1.5639060719937052,0,2,363291,-0.23502519947350137,S
166,167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",1,-0.10457866558193436,0,1,113505,0.4587285014324523,S
167,168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1,1.2011353296285974,1,4,347088,-0.08661523445011024,S
168,169,0,1,"Baumann, Mr. John D",0,-0.10457866558193436,0,0,PC 17318,-0.12635891999874715,S
169,170,0,3,"Ling, Mr. Lee",0,-0.10457866558193436,0,0,1601,0.48882906084695926,S
170,171,0,1,"Van der hoef, Mr. Wyckoff",0,2.4300426192385096,0,0,111240,0.026075722042227446,S
171,172,0,3,"Rice, Master. Arthur",0,-1.947939599996803,4,1,382652,-0.06196408771741135,Q
172,173,1,3,"Johnson, Miss. Eleanor Ileen",1,-2.1783597167986617,1,1,347742,-0.42401799520369554,S
173,174,0,3,"Sivola, Mr. Antti Wilhelm",0,-0.6422256047862711,0,0,STON/O 2. 3101280,-0.48857985158126105,S
174,175,0,1,"Smith, Mr. James Clinch",0,2.046009091235412,0,0,17764,-0.03035427442131066,C
175,176,0,3,"Klasen, Mr. Klas Albin",0,-0.8726457215881296,1,1,350404,-0.4900045872454856,S
176,177,0,3,"Lefebre, Master. Henry Forbes",0,-0.10457866558193436,3,1,4133,-0.13558146738453974,S
177,178,0,1,"Isham, Miss. Ann Elizabeth",1,1.585168857631695,0,0,PC 17595,-0.07026498406617733,C
178,179,0,2,"Hale, Mr. Reginald",0,0.049034745619304695,0,0,250653,-0.38645367226008004,S
179,180,0,3,"Leonard, Mr. Lionel",0,0.5098749792230217,0,0,LINE,-0.6480576784030068,S
181,182,0,2,"Pernot, Mr. Rene",0,-0.10457866558193436,0,0,SC/PARIS 2131,-0.3452007328298493,C
182,183,0,3,"Asplund, Master. Clarence Gustaf Hugo",0,-1.5639060719937052,4,2,347077,-0.016434928955998154,S
183,184,1,2,"Becker, Master. Richard F",0,-2.1783597167986617,2,1,230136,0.13675434002577333,S
184,185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",1,-1.947939599996803,0,2,315153,-0.2048401218416252,S
185,186,0,1,"Rood, Mr. Hugh Roscoe",0,-0.10457866558193436,0,0,113767,0.35811157599286514,S
186,187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,-0.10457866558193436,1,0,370365,-0.3361452095402864,Q
187,188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,1.2011353296285974,0,0,111428,-0.11378180431879874,S
188,189,0,3,"Bourke, Mr. John",0,0.8171018016254998,1,1,364849,-0.3361452095402864,Q
189,190,0,3,"Turcin, Mr. Stjepan",0,0.5098749792230217,0,0,349247,-0.4891674544258282,S
190,191,1,2,"Pinsky, Mrs. (Rosa)",1,0.20264815682054368,0,0,234604,-0.38645367226008004,S
191,192,0,2,"Carbines, Mr. William",0,-0.7958390159875102,0,0,28424,-0.38645367226008004,S
192,193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,-0.7958390159875102,1,0,350046,-0.4900045872454856,S
193,194,1,2,"Navratil, Master. Michel M",0,-2.024746305597423,1,1,230080,-0.12484966611715335,S
194,195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",1,1.124328624027978,0,0,PC 17610,-0.09022134505786501,C
196,197,0,3,"Mernagh, Mr. Robert",0,-0.10457866558193436,0,0,368703,-0.49210144397164657,Q
197,198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,0.9707152128267388,0,1,4579,-0.478936725447131,S
198,199,1,3,"Madigan, Miss. Margaret ""Maggie""",1,-0.10457866558193436,0,0,370370,-0.49210144397164657,Q
199,200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",1,-0.41180548798441247,0,0,248747,-0.38645367226008004,S
200,201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,-0.10457866558193436,0,0,345770,-0.4568855200677911,S
202,203,0,3,"Johanson, Mr. Jakob Alfred",0,0.3562615680217827,0,0,3101264,-0.5173401935489127,S
203,204,0,3,"Youseff, Mr. Gerious",0,1.2395386824289072,0,0,2628,-0.5026662211428032,C
204,205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,-0.8726457215881296,0,0,A/5 3540,-0.48606442844527137,S
205,206,0,3,"Strom, Miss. Telma Matilda",1,-2.101553011198042,0,1,347054,-0.43751676192067057,S
206,207,0,3,"Backstrom, Mr. Karl Alfred",0,0.20264815682054368,1,0,3101278,-0.32910202475951533,S
207,208,1,3,"Albimona, Mr. Nassef Cassem",0,-0.2581920767831734,0,0,2699,-0.26998958106375787,C
208,209,1,3,"Carr, Miss. Helen ""Ellen""",1,-1.0262591327893686,0,0,367231,-0.49210144397164657,Q
209,210,1,1,"Blank, Mr. Henry",0,0.8171018016254998,0,0,112277,-0.024232740677566145,C
210,211,0,3,"Ali, Mr. Ahmed",0,-0.41180548798441247,0,0,SOTON/O.Q. 3101311,-0.5061878135331888,S
211,212,1,2,"Cameron, Miss. Clear Annie",1,0.43306827362240224,0,0,F.C.C. 13528,-0.22546659155674054,S
212,213,0,3,"Perkin, Mr. John Henry",0,-0.5654188991856516,0,0,A/5 21174,-0.5021631365156053,S
213,214,0,2,"Givard, Mr. Hans Kristensen",0,0.049034745619304695,0,0,250646,-0.38645367226008004,S
214,215,0,3,"Kiernan, Mr. Philip",0,-0.10457866558193436,1,0,367229,-0.49210144397164657,Q
216,217,1,3,"Honkanen, Miss. Eliina",1,-0.1813853711825539,0,0,STON/O2. 3101283,-0.48857985158126105,S
217,218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,0.9707152128267388,1,0,243847,-0.10472628102923591,S
219,220,0,2,"Harris, Mr. Walter",0,0.049034745619304695,0,0,W/C 14208,-0.43676213497987365,S
220,221,1,3,"Sunderland, Mr. Victor Francis",0,-1.0262591327893686,0,0,SOTON/OQ 392089,-0.48606442844527137,S
221,222,0,2,"Bracken, Mr. James H",0,-0.1813853711825539,0,0,220367,-0.38645367226008004,S
222,223,0,3,"Green, Mr. George Henry",0,1.6619755632323145,0,0,21440,-0.48606442844527137,S
223,224,0,3,"Nenkoff, Mr. Christo",0,-0.10457866558193436,0,0,349234,-0.4891674544258282,S
225,226,0,3,"Berglund, Mr. Karl Ivar Sven",0,-0.5654188991856516,0,0,PP 4348,-0.45990402783097867,S
226,227,1,2,"Mellors, Mr. William John",0,-0.7958390159875102,0,0,SW/PP 751,-0.43676213497987365,S
227,228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,-0.6806289575865808,0,0,A/5 21173,-0.5021631365156053,S
228,229,0,2,"Fahlstrom, Mr. Arne Jonas",0,-0.8726457215881296,0,0,236171,-0.38645367226008004,S
229,230,0,3,"Lefebre, Miss. Mathilde",1,-0.10457866558193436,3,1,4133,-0.13558146738453974,S
231,232,0,3,"Larsson, Mr. Bengt Edvin",0,-0.02777195998131484,0,0,347067,-0.4915983593444487,S
232,233,0,2,"Sjostedt, Mr. Ernst Adolf",0,2.2764292080372703,0,0,237442,-0.3763919797161213,S
233,234,1,3,"Asplund, Miss. Lillian Gertrud",1,-1.8711328943961834,4,2,347077,-0.016434928955998154,S
234,235,0,2,"Leyson, Mr. Robert William Norman",0,-0.41180548798441247,0,0,C.A. 29566,-0.43676213497987365,S
235,236,0,3,"Harknett, Miss. Alice Phoebe",1,-0.10457866558193436,0,0,W./C. 6609,-0.4961261209892301,S
236,237,0,2,"Hold, Mr. Stephen",0,1.124328624027978,1,0,26707,-0.12484966611715335,S
237,238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,-1.6407127775943249,0,2,C.A. 31921,-0.119818819845174,S
238,239,0,2,"Pengelly, Mr. Frederick William",0,-0.7958390159875102,0,0,28665,-0.43676213497987365,S
239,240,0,2,"Hunt, Mr. George Henry",0,0.2794548624211632,0,0,SCO/W 1585,-0.40104312644882023,S
240,241,0,3,"Zabour, Miss. Thamine",1,-0.10457866558193436,1,0,2665,-0.3571902456652305,C
241,242,1,3,"Murphy, Miss. Katherine ""Kate""",1,-0.10457866558193436,1,0,367230,-0.3361452095402864,Q
242,243,0,2,"Coleridge, Mr. Reginald Charles",0,-0.02777195998131484,0,0,W./C. 14263,-0.43676213497987365,S
243,244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,-0.5654188991856516,0,0,STON/O 2. 3101275,-0.504678559651595,S
244,245,0,3,"Attalah, Mr. Sleiman",0,0.049034745619304695,0,0,2694,-0.5026662211428032,C
246,247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,-0.33499878238379294,0,0,347071,-0.4915983593444487,S
247,248,1,2,"Hamalainen, Mrs. William (Anna)",1,-0.41180548798441247,0,2,250649,-0.35626859462820387,S
248,249,1,1,"Beckwith, Mr. Richard Leonard",0,0.5866816848236412,1,1,11751,0.40951072618442386,S
249,250,0,2,"Carter, Rev. Ernest Courtenay",0,1.892395680034173,1,0,244252,-0.12484966611715335,S
250,251,0,3,"Reed, Mr. James George",0,-0.10457866558193436,0,0,362316,-0.5021631365156053,S
251,252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,-0.02777195998131484,1,1,347054,-0.43751676192067057,S
252,253,0,1,"Stead, Mr. William Thomas",0,2.506849324839129,0,0,113514,-0.11378180431879874,S
253,254,0,3,"Lobb, Mr. William Arthur",0,0.049034745619304695,1,0,A/5. 3336,-0.32407117848753597,S
254,255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,0.8939085072261194,0,2,370129,-0.24131375731347557,S
255,256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,-0.02777195998131484,0,2,2650,-0.34126057402963506,C
259,260,1,2,"Parrish, Mrs. (Lutie Davis)",1,1.585168857631695,0,1,230433,-0.12484966611715335,S
260,261,0,3,"Smith, Mr. Thomas",0,-0.10457866558193436,0,0,384461,-0.49210144397164657,Q
261,262,1,3,"Asplund, Master. Edvin Rojj Felix",0,-2.024746305597423,4,2,347077,-0.016434928955998154,S
263,264,0,1,"Harrison, Mr. William",0,0.8171018016254998,0,0,112059,-0.6480576784030068,S
